Unnamed: 0,Incident-ID,Status,Betreff,Beschreibung,Lösungsbeschreibung,Anfrageart,Gelöst Dauer in h,Erstellt Datum Zeit,Incident-Typ,Herkunft,edited,intent,webhelp article,webhelp article 2,webhelp article 3,webhelp article 4
488,20220511-0081,Geschlossen,Funktion Personen fehlerhaft,"Ich bin ueber einen Fehler gestossen. Die Funktion bei den Personen zeigt es nicht ueberall gleich an. Im Personenprofil stimmt es. Bei anderen Elementen nicht, siehe Screenshots. 
 ","Die Angaben im Kontaktteaser fliessen via Schnittstelle Evento /SAP in Sitecore. Sollen die Angaben dauerhaft geändert werden soll, müssen das folglich die  die Personaldatenverantwortlichen in Evento anpassen. Via Sitecore kann einfach pro Kontaktteaser die Funktion einmalig (also dort wo die jeweiligen Kontaktteaser dann liegen) übersteuert werden. Dazu muss das Element Kontaktperson-Element (manuell) verwendet werden. Bei diesem Element können alle Daten zum Kontakt manuell eingeben werden. Diese  Anpassungen werden aber nur für diese eine Seite gelten. Siehe hier: [https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson](https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson)",Dokumentation nicht gelesen,0.45,11.05.2022 14:47,Service Request,E-Mail,yes,contact edit,no,,,
489,20220516-1481,Geschlossen,MyCampus: Dokumente in EN,"Auf MyCampus gibt es Dokumente, welche nur in Englisch hinterlegt sind. Dabei ist uns aufgefallen, dass bei der deutschen Version eine Fehlermeldung erscheint, wenn man den Link anwählt:
 
 
Wäre es möglich, dass trotzdem das englische Dokument angezeigt wird?
Ich weiss, dass man in der Media Library dasselbe Dokument auch in Deutsch einfuegen könnte. Die Gefahr ist einfach, dass man bei einer Ãƒâ€žnderung nur eine Version auswechselt und dann zwei verschiedene existieren.
 ","Sprachversionen gibt es nicht nur für Seiten sondern auch für Elemente und Datein. 
- Wenn ein Element auf der englischen Seite einen anderen Text enthalten soll, muss zuerst eine englische Version dieses Elements erstellt werden.
- Damit auf der englischen Seite das englische Bild dargestellt wird, muss in der Media Library eine englische Version der Grafik hinterlegt werden. Dann wird auf der Seite die Grafik der Sprache nach gewechselt.
 Mehr dazu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_sprachversion.htm)",Dokumentation nicht gelesen,0.85,16.05.2022 11:08,Service Request,E-Mail,yes,german english documents,https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm,,,
490,20220525-0056,Geschlossen,EN CAS Landing Pages,"Bei uns am IKM sind die CAS Landing Pages auf Englisch übersetzt. Diese werden jedoch nicht aktiv gepflegt, weshalb die Inhalte veraltet sind. 
Ist es von Vorteil oder ein ""Muss"" diese Landing Pages auf Englisch zu publizieren oder können wir sie löschen/inaktivieren?
 ","Englische Seitenversionen sollten bei mindestenst den obersten beiden Ebenen der Website vorliegen. Dazu gehört die Stufe der Departemente (und des Daches) ebenso wie die Stufe ""Studium, Forschung, Dienstleistungen...""",Dokumentation nicht gelesen,0.57,25.05.2022 09:57,Service Request,E-Mail,yes,english site,https://applsupport.hslu.ch/webhelp/index.html?hm_sprachhinweise_de___en.htm,,,
491,20220527-0066,Geschlossen,GelÃƒÆ’Ã‚Â¶schte Site wieder herstellen,Wie kann ich die EN-sprachige Website von unserem CAS Brand Management löschen?,"Hier eine Anleitung wie Sprachversionen von Seiten gelöscht werden können: Den Content Editor starten (Ribbon-Menü > Campus > Backend):

1) Im Item-Tree die entsprechende Seite wählen und im Ribbon Menü zum Tab Versions wechseln.

2) Durch klicken auf den kleinen Sprachbutton ist ersichtlich, dass eine deutsche und eine englische Version der Seite vorhanden sind.

3) Durch klicken auf den grossen Sprachbutton zur löschenden Sprachversion wechseln (hier im Beispiel englisch).

4) Auf den Button Remove klicken.

5) Es erscheint ein Warnhinweis, ob die Version entfernt werden soll. Wenn Sie sicher sind, auf OK klicken.

6) Durch klicken auf den kleinen Sprachbutton ist ersichtlich, dass die englische Version gelöscht wurde. Bei Englsh:Englisch steht 0 versions.",Dokumentation nicht gelesen,1.74,27.05.2022 16:16,Service Request,E-Mail,yes,site delete english,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm,,,
492,20220601-0025,Geschlossen,MyCampus - neue Seite - DK/Infos und Dokumente,"Ich bin gerade am Bearbeiten einer neuen Seite bezueglich unseres neuen Curricula. Der Text erscheint in zwei Spalten, obwohl ich 100% Breite ausgewählt habe. Wie kriege ich das hin, dass der Text ueber die ganze Breite erscheint?
","Falls ein Rich Text Teaser / Manueller Teaser verwendet wurde, ist darauf zu achten, dieser bei einer 100% Einstellung ab ca. drei Zeilen Text immer zweispaltig angezeigt wird. Fuer einspaltigen Fliesstext kann das Element ""Formatierter Text mit Bild"" verwendet werden. Dieser funktioniert auch ohne Bild. In diesem [Webhelp-Artikel](https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm) findest du ganz zuunterst noch eine Auflistung welche Text-Elemente dopptelspaltig und welche einspaltig dargestellt werden.",Dokumentation nicht gelesen,1.25,01.06.2022 08:45,Service Request,E-Mail,yes,rich text teaser format,https://applsupport.hslu.ch/webhelp/index.html?hm_häufige_fehler.htm,,,
493,20220602-0084,Geschlossen,Moodboard Problem,"
 Ich habe ein Problem mit dem Moodboard.
 Aus mir nicht bekannten Gruenden wird das Moodboard als fehlerhaft angezeigt.
 
 https://stage-www.hslu.ch/de-ch/wirtschaft/institute/ikm/weiterbildung-kommunikation-marketing/neue-perspektiven-neue-horizonte/
 Die Grösse stimmt! Ans was kann das liegen? Ich sehe auch nicht ganz was fuer eine Fehlermeldung angezeigt wird.
 Vielen Dank fuer die Hilfe.
 ","Um Fehlermeldungen bei Bildern zu vermeidern, muss das Bild auf die richtige Grösse zugeschnitten werden, progressiv gespeichert werden und ohne Sonderzeichen benannt werden (Umlaute und Klammern sind z.B. nicht erlaubt).  
- Die Maquetten visualisieren, zu welchem Format ein Bild zugeschnitten werden muss. Zudem findest du hier eine Auflistung aller Bildergrössen: [https://applsupport.hslu.ch/webhelp/index.html?hm_maquetten.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_maquetten.htm)
- Hier steht beschrieben, wie die Bilder aufbereitet werden müssen: [http://applsupport.hslu.ch/web12/index.html?hm_photoshop.htm](http://applsupport.hslu.ch/web12/index.html?hm_photoshop.htm)
- Hier die Anleitung zur Namenskonvention [https://applsupport.hslu.ch/webhelp/index.html?hm_präfixe_dateinamen.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_präfixe_dateinamen.htm)
 ",Dokumentation nicht gelesen,1.63,02.06.2022 11:20,Service Request,E-Mail,yes,picture error,no,,,
494,20220613-0019,Geschlossen,Problem mit Artikel,"Leider weiss ich nicht, warum dieser Artikel nicht zu publizieren ist:
 https://stage-www.hslu.ch/de-ch/wirtschaft/ueber-uns/news/2022/06/09/internationales-gipfeltreffen/
 Könnt ihr mir weiterhelfen?
 ","Wenn eine Seite nicht erscheint kann das an den Publish Einstellungen liegen: 
Im Experience Editor kann auf der Seite über die den Befehl ""Campus > Publish Options"" im Ribbon-Menü kontrolliert werden, ob und wann Inhalte publiziert werden.

Im Feld ""Publish"" definiert die Redaktion, wann ein nicht veröffentlichter Inhalt publiziert wird. Achtung: Die Seite wird immer auf den nächstfolgenden Veröffentlichungszeitpunkt live geschalten (entweder um 12:05 oder 00:05).

Im Feld ""Unpublish"" definiert die Redaktion, wann ein veröffentlichter Inhalt zurückgezogen wird.

Ist die Checkbox ""Never publish"" angekreuzt, wird ein Inhalt nicht publiziert.
Publish / Unpublish kann auch bei einzelnen Teaser oder auf Files in der Media Library angewandt werden.

Publish / Unpublish kann auch bei einzelnen Teaser oder auf Files angewandt werden

Ein weiterer Grun könnte an den Sprachversionen liegen. Seiten wie auch Seitenelemente müssen immer auf deutsch vorhanden sein. Wenn ein Teaser in der deutschen Version gelöscht wird, wird er auch in der englischen gelöscht. Es gilt die Regel, keine Inhalte nur in englisch, da dies fuer SEO schädlich ist.
 ",Dokumentation nicht gelesen,1.14,13.06.2022 08:53,Service Request,E-Mail,yes,site not published,https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm,,,
496,20220615-0062,Geschlossen,SiteCore: Versionen und Sprachversionsn,"Wir sind an derÜberarbeitung der Seite: https://www.hslu.ch/de-ch/wirtschaft/forschung/transfer-services/
Hier habe ich eine 2. Version erstellt, da die Live-Schaltung nicht direkt geschehen soll.
Muss ich nun, um diese 2. Version auch eine 2. Englische Version erstellen?
Bzw was geschieht, wenn ich diese 2. Version live schalte  wird dann automatisch die eine englische Version uebernommen?
 ","Wenn du die Version 2 live schaltest, darf die Version 1 nicht gelöscht werden. Da es die Version 1 also noch gibt, bleibt die englische Version der Version 1 bestehen. Möchtest du auch eine Version 2 der englischen Seite erstellen, musst du auf die englische Seite und dann eine neue Seitenversion erstellen (nicht auf der deutschen Seite, sonst gibt es eine Version 3).",Dokumentation nicht gelesen,1.64,15.06.2022 13:26,Service Request,E-Mail,yes,site versions,no,,,
497,20220617-0005,Geschlossen,WG: Webpage ITM English,"Könntet ihr bitte die engl. Jobfunktion von X anpassen. In DE ist dies Co-Leiter Competence Center Tourismus deshalb bitte in E >> Co-Head of Competence Center Tourism.
 ","Die Angaben im Kontaktteaser fliessen via Schnittstelle Evento /SAP in Sitecore. Sollen die Angaben dauerhaft geändert werden, müssen das folglich die  Personaldatenverantwortlichen in Evento anpassen. Via Sitecore kann einfach pro Kontaktteaser die Funktion einmalig (also dort wo die jeweiligen Kontaktteaser dann liegen) mit dem Element Kontaktperson-Element (manuell) übersteuert werden. Bei diesem Element können alle Daten des Kontakts manuell eingeben werden. Diese  Anpassungen werden aber nur für diese eine Seite gelten. Siehe hier: [https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson](https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson)",Dokumentation nicht gelesen,2.72,17.06.2022 08:01,Service Request,E-Mail,yes,contact edit,no,,,
498,20220704-0050,Geschlossen,Hinweis Only in German,"Ich habe hier 2 x das Problem, dass der Hinweise ""Only in German"" nicht weggeht. Habe von beiden items die EN-Version angelegt.
 BA/BSc modules (Architecture and Engineering)
 HSLU TA Fact Sheet SY 2223) im CTA-Teaser rechgts
 Habt ihr noch einen Tipp?
","Damit der Hinweis ""only in German"" verschwindet, musst du in der Media Library vom Dokument eine englische Version anlegen. In der Media-Library ist es möglich, von einem Bild- oder Dokument-Item auch eine Sprachversion (EN) zu erstellen. So kann kann z.B. bei einem PDF-Item in der englischen Version auch ein englisches Dokument hochgeladen werden. Wird solch ein File-Item, zum Beispiel mit einer Link und Download Liste verlinkt, stellt Sitecoreautomatisch das richtige Dokument (PDF) entsprechen der aktuellen Sprache zur Verfügung. Dazu musst du in der Media Library in demselben Item, indem sich die deutsche Version befindet, die Sprache oben Rechts wechseln und dann das englische Dokument dort anhängen. Mehr dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm)",Dokumentation nicht gelesen,1.3,04.07.2022 08:42,Service Request,E-Mail,yes,warning only in german,https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm,,,
500,20220707-0070,Geschlossen,Ãƒâ€žnderung URL,"Da unsere Fachbereiche im Zuge der Curriculumsentwicklung z.T. neue Namen erhalten, brauchen wir auch neue URLs fuer folgende beiden Seiten:
 https://www.hslu.ch/de-ch/design-kunst/studium/studienuebergreifende-module/theorie/
 wird neu heissen:
 https://www.hslu.ch/de-ch/design-kunst/studium/studienuebergreifende-module/reflect(/
 
 https://www.hslu.ch/de-ch/design-kunst/studium/studienuebergreifende-module/ida-im-bachelor/
 wird neu heissen:
 https://www.hslu.ch/de-ch/design-kunst/studium/studienuebergreifende-module/colabor/
 Wie können wir da vorgehen? Ich habe die URLs im Moment noch nicht geändert.
","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um URL zu ändern, kann so vorgegangen werden:
1) Im Dialog die gewünschte URL eingeben. Soll eine URL auf die ursprüngliche Zeichenfolge zurückgesetzt werden, ist hier ein Stern (*) einzugeben.
2) Der Button ""Validieren"" zeigt, wie der letzte Teil der URL (http://www.hslu.ch/Neue-URL) neu in der Adresszeile aussehen wird. Bei der Validation fallen Sonderzeichen (""/,#@...) weg, Umlaute (""ö, ü, ä"") werden ausgeschrieben (""ö, ue, ä"") und Leerschläge durch Bindestriche (""-"") ersetzt.
3) Durch Klicken auf OK wird die URL entsprechend angepasst.
Mehr Infos dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_url_bearbeiten.htm)
",Dokumentation nicht gelesen,15.69,07.07.2022 10:51,Service Request,E-Mail,yes,url change,https://applsupport.hslu.ch/webhelp/index.html?hm_url_bearbeiten.htm,,,
501,20220708-0109,Geschlossen,"Shared Element ""Call to Action""","Ich wollte ein Call to Action als Shared-Element erstellen, damit ich es immer wieder verwenden kann. Leider werde ich in der Webhelp nicht fuendig, wie ich das erstellen kann. Gibt es irgendwo eine Anleitung dazu oder geht das mit dem Call to Action-Element eventuell gar nicht?
",CTA-Teaser kann man leider nicht als Shared Items anlegen. Eine Alternative wäre vielleicht ein manueller Teaser oder eine Infobox. ,Dokumentation nicht gelesen,2.32,08.07.2022 16:55,Service Request,E-Mail,yes,shared folder cta,no,,,
502,20220714-0053,Geschlossen,Video IBR auf Youtube Laden,"Könntet ihr bitte das Video MAS Leadership auf Youtube, Kanal Wirtschaft WB laden, habe es hier reingelegt:
 T:\x_transfer\IBR
 Text: 
 Der modulare aufgebaute MAS Leadership and Management kann in verschiedenen Varianten abgeschlossen werden. Generell müssen zwei Pflichtmodule in den Bereichen Fuehrung und Management und ein Wahlmodul (Vertiefung im Fachbereich Leadership) absolviert werden. In diesem Video erklärt die Programmleiterin Prof. Dr. Stephanie Kaudela-Baum, wie sich der MAS modular zusammensetzt und flexibel besucht werden kann. 
 Bitte dann den Code/Pfad an Sandra Matter schicken.
 ",Für Anfragen zu YouTube kannst du dich an das Social Media Team wenden [socialmedia@hslu.ch](socialmedia@hslu.ch),Dokumentation nicht gelesen,1.81,14.07.2022 10:55,Service Request,E-Mail,yes,YT,no,,,
503,20220721-0021,Geschlossen,WG: Website ENÜbersetzung,"Kann ich englische Versionen (nicht übersetzt, da nicht vorgesehen) löschen  und wenn ja, wie?
 ","Hier eine Anleitung wie Sprachversionen von Seiten gelöscht werden können: Den Content Editor starten (Ribbon-Menü > Campus > Backend):

1) Im Item-Tree die entsprechende Seite wählen und im Ribbon Menü zum Tab Versions wechseln.

2) Durch klicken auf den kleinen Sprachbutton ist ersichtlich, dass eine deutsche und eine englische Version der Seite vorhanden sind.

3) Durch klicken auf den grossen Sprachbutton zur löschenden Sprachversion wechseln (hier im Beispiel englisch).

4) Auf den Button Remove klicken.

5) Es erscheint ein Warnhinweis, ob die Version entfernt werden soll. Wenn Sie sicher sind, auf OK klicken.

6) Durch klicken auf den kleinen Sprachbutton ist ersichtlich, dass die englische Version gelöscht wurde. Bei Englsh:Englisch steht 0 versions.",Dokumentation nicht gelesen,0.11,21.07.2022 08:59,Service Request,E-Mail,yes,site delete english,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm,,,
504,20220816-0353,Geschlossen,Seiten-Navigation,"Wir sind amÜberarbeiten unserer Weiterbildungsseiten und wollten dabei die Seiten-Navigation anpassen: 
 
Wir möchten zusätzlich in der Seiten-Navigation auf unsere FAQ-Seite verlinken: https://www.hslu.ch/de-ch/wirtschaft/institute/ikm/weiterbildung-kommunikation-marketing/faq/
Und den ersten Link auf die aktuelle Seite «MAS Brand an Marketing Management» möchten wir rauslöschen.
 Wie kann ich das machen? ","Die Side-Navigation zeigt die Unterseiten der aktuellen Seite in der Sidebar an. Um eine benutzerdefinierte Navigation zu erstellen, die Seiten enthält, die nicht Unterseiten sind, kann eine virtuelle Navigation eingefügt werden.
https://applsupport.hslu.ch/webhelp/hm_virtueller_navigationseintrag.htm

 ",Dokumentation nicht gelesen,2.2,16.08.2022 16:26,Service Request,E-Mail,yes,virtual navigation,no,,,
505,20220831-0042,Geschlossen,Seite wird nicht angezeigt,"Folgende Seite wird nicht angezeigt und ich finde nicht raus, warum:
https://www.hslu.ch/de-ch/technik-architektur/studium/visionen/studierendenprojekte/
Könnt ihr mir hier weiterhelfen?
 ","Wenn eine Seite nicht erscheint kann das an den Publish Einstellungen liegen: 
Im Experience Editor kann auf der Seite über die den Befehl ""Campus > Publish Options"" im Ribbon-Menü kontrolliert werden, ob und wann Inhalte publiziert werden.

Im Feld ""Publish"" definiert die Redaktion, wann ein nicht veröffentlichter Inhalt publiziert wird. Achtung: Die Seite wird immer auf den nächstfolgenden Veröffentlichungszeitpunkt live geschalten (entweder um 12:05 oder 00:05).

Im Feld ""Unpublish"" definiert die Redaktion, wann ein veröffentlichter Inhalt zurückgezogen wird.

Ist die Checkbox ""Never publish"" angekreuzt, wird ein Inhalt nicht publiziert.
Publish / Unpublish kann auch bei einzelnen Teaser oder auf Files in der Media Library angewandt werden.

Publish / Unpublish kann auch bei einzelnen Teaser oder auf Files angewandt werden

Ein weiterer Grun könnte an den Sprachversionen liegen. Seiten wie auch Seitenelemente müssen immer auf deutsch vorhanden sein. Wenn ein Teaser in der deutschen Version gelöscht wird, wird er auch in der englischen gelöscht. Es gilt die Regel, keine Inhalte nur in englisch, da dies fuer SEO schädlich ist.
 ",Dokumentation nicht gelesen,1.16,31.08.2022 09:13,Service Request,E-Mail,yes,site not published,https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm,,,
506,20220831-0094,Geschlossen,Sitecore CTA Box Problem,"
 ich habe ein Problem beim Aktualisieren der Seite ""Organization"" EN bei der TA: https://stage-www.hslu.ch/en/lucerne-school-of-engineering-architecture/about-us/organization/?sc_itemid=%7B06220675-21a7-427a-afde-86bäe96fdä%7D&sc_ee_fb=false
 Ich habe das Organigramm ausgetauscht, aber im Text erscheint immer der Hinweis ""Only in German"". Das stimmt nicht, da das englische Organigramm hinterlegt ist. Was kann ich tun um den Hinweis zu entfernen?
 ","Damit der Hinweis ""only in German"" verschwindet, musst du in der Media Library vom Dokument eine englische Version anlegen. In der Media-Library ist es möglich, von einem Bild- oder Dokument-Item auch eine Sprachversion (EN) zu erstellen. So kann kann z.B. bei einem PDF-Item in der englischen Version auch ein englisches Dokument hochgeladen werden. Wird solch ein File-Item, zum Beispiel mit einer Link und Download Liste verlinkt, stellt Sitecoreautomatisch das richtige Dokument (PDF) entsprechen der aktuellen Sprache zur Verfügung. Dazu musst du in der Media Library in demselben Item, indem sich die deutsche Version befindet, die Sprache oben Rechts wechseln und dann das englische Dokument dort anhängen. Mehr dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm)",Dokumentation nicht gelesen,0.19,31.08.2022 11:39,Service Request,E-Mail,yes,warning only in german,https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm,,,
507,20220902-0099,Geschlossen,Anastasia Stamatiou,"Bei der Personensuche ist die Person X verschwunden. Die Person muesste ich als Studiengangleiterin einfuegen. Könnt ihr schauen, was mit der Person passiert ist?
 ","Die Personenprofile werden direkt aus dem Evento herausgezogen. Wenn eine Person also nicht in der Suche auftaucht, kläre am besten mit dem Sekretariat ab, ob diese Person im Evento richtig erfasst wurde.
 ",Dokumentation nicht gelesen,0.33,02.09.2022 11:40,Service Request,E-Mail,yes,contact search,no,,,
508,20220908-0098,Geschlossen,Video_Teaser,"Ich wollte ein Video als Manueller Teaser anbinden (192 MB, mp4). Irgendwie beim Hochladen in Medialibrary/Teasers kam die Meldung mp4-Format wird nicht unterstuetzt.
In Anleitungen habe ich nur gefunden, dass Videos ueber Vimeo oder Youtube verlinkt werden.
Welche Grösse/Format darf ein Video haben, damit es in Medialibrary abgelegt werden kann?
","Um ein Video auf der Website einzubinden, muss dieses zuerst entweder auf YouTube oder Vimeo hochgeladen werden. Danach kann das Video in einem Teaser eingebunden werden . Hier findest du die Anleitung dazu: 
[http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm](http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm)
[https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm)

",Dokumentation nicht gelesen,1.16,08.09.2022 13:05,Service Request,E-Mail,yes,video insert,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_vimeo_video_e.htm,,
509,20220908-0112,Geschlossen,Neue IKM Weiterbildungsseite,"Wir möchten gerne alte Seiten mit einer neuen Seite ersetzen.
Kann man die alte einfach löschen oder wie ist das genaue Vorgehen bei einem solchen Wechsel?
","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite zu löschen kann so vorgegangen werden:
 1) Auf die zu löschende Seite navigieren und im Ribbon-Menü den Befehl ""Home > Delete Page"" aufrufen.
2) Den Warnhinweis lesen und gegebenenfalls auf OK klicken.
3) Zeigen Links auf dieses Seite, erscheint ein weiteres Hinweisfenster. Es muss entschieden werden, was mit diesen Linkst geschehen soll 
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm)",Dokumentation nicht gelesen,1.69,08.09.2022 13:53,Service Request,E-Mail,yes,site delete,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm,,,
512,20220929-0164,Geschlossen,Sitecore Sprachversionen und Zeilenumbruch / MSE,"Bei den Sprachversionen in Sitecore komme ich noch nicht ganz klar.
Weshalb erhalte ich auf der folgenden Seite in der rechten Sidebar unter «Links» die Meldung «Only in German», obwohl dies nicht stimmt und die Dokumente / Links in englischer Sprache vorhanden sind?
 https://www.hslu.ch/en/lucerne-school-of-engineering-architecture/degree-programmes/master/engineering/
 Zudem verstehe ich den folgenden Zeilenumbruch nicht:
 
 «Indepth» sollte auf der nächsten Zeile erscheinen und nicht getrennt werden. Im Backend ist dies nicht so ersichtlich.
 Danke fuer euer Feedback und ","Damit der Hinweis (only in German) verschwindet, musst du in der Media Library vom Dokument eine englische Version anlegen.  In der Media-Library ist es möglich, von einem Bild- oder Dokument-Item auch eine Sprachversion (EN) zu erstellen. So kann kann z.B. bei einem PDF-Item in der englischen Version auch ein englisches Dokument hochgeladen werden. Wird solch ein File-Item, zum Beispiel mit einer Link und Download Liste verlinkt, stellt Sitecore automatisch das richtige Dokument (PDF) entsprechen der aktuellen Sprache zur Verfügung. Dazu musst du in der Media Library in demselben Item, indem sich die deutsche Version befindet, die Sprache oben Rechts wechseln und dann das englische Dokument dort anhängen. ",Dokumentation nicht gelesen,18.51,29.09.2022 18:55,Service Request,E-Mail,yes,warning only in german,https://applsupport.hslu.ch/webhelp/index.html?hm_file-item-englische-version-er.htm,,,
513,20221005-0031,Geschlossen,URL anpassen,"Kann ich URLs selber anpassen oder macht ihr das? 
 ","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um URL zu ändern, kann so vorgegangen werden:
1) Im Dialog die gewünschte URL eingeben. Soll eine URL auf die ursprüngliche Zeichenfolge zurückgesetzt werden, ist hier ein Stern (*) einzugeben.
2) Der Button ""Validieren"" zeigt, wie der letzte Teil der URL (http://www.hslu.ch/Neue-URL) neu in der Adresszeile aussehen wird. Bei der Validation fallen Sonderzeichen (""/,#@...) weg, Umlaute (""ö, ü, ä"") werden ausgeschrieben (""ö, ue, ä"") und Leerschläge durch Bindestriche (""-"") ersetzt.
3) Durch Klicken auf OK wird die URL entsprechend angepasst.
Mehr Infos dazu findest du [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_url_bearbeiten.htm)
",Dokumentation nicht gelesen,0.57,05.10.2022 10:46,Service Request,E-Mail,yes,url change,https://applsupport.hslu.ch/webhelp/index.html?hm_url_bearbeiten.htm,,,
